"","Property_ID","Listing_Title","Listing_Type","Created","Scraped","Airbnb_PID","Airbnb_HID","HomeAway_PID","HomeAway_HID","winner","Permit","ETBL_ID","n_reserved","n_available","revenue","FREH","ML","LFRML","geometry","GH","Legal","n_diff"
"104","ab-26923575","Chambre privée Parc Lafontaine Le Plateau","Private room",2018-07-18,2019-05-22,26923575,68268963,NA,NA,24661889,FALSE,NA,210,288,4854,FALSE,FALSE,FALSE,c(611930.631894081, 5042815.37036065),FALSE,TRUE,286
"105","ab-26948740","LE MILTON 2 - Nice Studio Downtown (1101)","Entire home/apt",2018-07-18,2019-02-24,26948740,195678218,"7627876",NA,24663347,FALSE,NA,182,292,8934,TRUE,TRUE,FALSE,c(611525.749902785, 5040893.91538359),FALSE,FALSE,286
"106","ab-26951085","Perfect Location Montréal","Entire home/apt",2018-07-18,2019-05-23,26951085,202787708,NA,NA,24661843,FALSE,NA,57,296,4386,FALSE,FALSE,FALSE,c(611396.264740677, 5042073.49026364),FALSE,TRUE,286
"107","ab-26953026","Bright and cozy in the heart of Little Italy","Entire home/apt",2018-08-03,2019-04-17,26953026,53615713,NA,NA,24661628,FALSE,NA,23,294,2098,FALSE,FALSE,FALSE,c(609001.27488822, 5042785.97128752),FALSE,TRUE,270
"108","ab-26958049","Lovely 1 bedroom flat adjacent to Mont Royal mtn","Entire home/apt",2018-07-18,2019-05-21,26958049,8936793,NA,NA,24661422,FALSE,NA,110,290,6662,TRUE,TRUE,FALSE,c(610345.576712525, 5041629.27684821),FALSE,FALSE,286
"109","ab-26959136","Awesome appartement with perfect location","Entire home/apt",2018-07-18,2018-08-08,26959136,76672823,NA,NA,24661851,FALSE,NA,4,288,616,FALSE,TRUE,FALSE,c(612135.278772135, 5042185.96911197),FALSE,FALSE,286
"110","ab-27006230","Idéal pour couple et ami(e)s sur le plateau","Entire home/apt",2018-10-20,2019-05-21,27006230,63379294,NA,NA,24661970,FALSE,NA,183,212,4240,TRUE,FALSE,FALSE,c(610509.939199682, 5043915.92637785),FALSE,FALSE,192
"111","ab-27024995","市中心高档两室，最高速度网络及电视，临近步行街，2分钟到地铁，超市，各种餐馆酒吧咖啡馆举步就到","Entire home/apt",2018-07-24,2018-09-02,27024995,149465552,NA,NA,24661848,FALSE,NA,29,299,4312,FALSE,FALSE,FALSE,c(612029.617122228, 5041866.81782684),FALSE,TRUE,280
"112","ab-27052795","9bdrm House in Downtown!","Entire home/apt",2018-07-28,2019-01-16,27052795,201337476,NA,NA,24661849,FALSE,NA,0,304,0,FALSE,TRUE,FALSE,c(612114.120044896, 5041577.15684716),FALSE,FALSE,276
"113","ab-27053655","HUGE HOUSE DOWNTOWN","Entire home/apt",2018-07-28,2019-01-16,27053655,201337476,NA,NA,24661858,FALSE,NA,3,304,342,FALSE,TRUE,FALSE,c(612163.308288653, 5041614.74134459),FALSE,FALSE,276
"114","ab-27061431","Montreal Single family home","Entire home/apt",2018-07-21,2018-09-02,27061431,203613201,NA,NA,24661430,FALSE,NA,10,299,483,FALSE,FALSE,FALSE,c(609715.201694639, 5041808.83237208),FALSE,TRUE,283
"115","ab-27065681","Funky Plateau home in Lafontaine Park PetiteFrance","Private room",2018-07-22,2018-11-24,27065681,93814592,NA,NA,24661798,FALSE,NA,49,294,1553,FALSE,FALSE,FALSE,c(611929.893892642, 5043145.19089332),FALSE,TRUE,282
"116","ab-27078693","Luxury apartment","Entire home/apt",2018-07-21,2018-08-05,27078693,174262473,NA,NA,24661375,FALSE,NA,4,291,304,FALSE,FALSE,FALSE,c(609715.283027955, 5042582.33011836),FALSE,TRUE,283
"117","ab-27081932","Montréal House","Private room",2018-07-24,2019-05-23,27081932,203782321,NA,NA,24661393,FALSE,NA,5,296,575,FALSE,FALSE,FALSE,c(608847.714470125, 5041913.15066212),FALSE,TRUE,280
"118","ab-27086735","3 BEDROOM SPACIOUS CONDO ON THE PLATEAU","Entire home/apt",2018-07-21,2019-05-23,27086735,126042525,NA,NA,24661429,FALSE,NA,81,290,25792,FALSE,FALSE,FALSE,c(609885.607526962, 5041975.70738481),FALSE,TRUE,283
"119","ab-27089860","Superbe condo tout équipé au coeur du Plateau","Entire home/apt",2018-11-26,2018-12-02,27089860,55438966,NA,NA,24661937,FALSE,NA,0,181,0,FALSE,TRUE,TRUE,c(611595.00607909, 5041257.84918542),FALSE,TRUE,155
"120","ab-27128863","Chambre dans appartement style loft","Private room",2018-07-28,2018-07-28,27128863,24773931,NA,NA,24661848,FALSE,NA,0,304,0,FALSE,TRUE,FALSE,c(612059.946666871, 5041796.17718238),FALSE,TRUE,276
"121","ab-27132934","Awesome Private terrace View of Downtown Montreal!","Entire home/apt",2018-07-23,2019-05-23,27132934,106943829,NA,NA,24661282,FALSE,NA,214,291,6744,TRUE,TRUE,FALSE,c(611396.852866265, 5040500.98440136),FALSE,FALSE,281
"122","ab-27158645","Gold Suite","Private room",2018-07-24,2019-05-24,27158645,267893,NA,NA,24661960,FALSE,NA,75,288,4692,FALSE,FALSE,FALSE,c(610519.673534243, 5041370.07288912),FALSE,TRUE,280
"123","ab-27160453","Contemporain 3 Bedrooms/2Bath MileEnd/Plateau","Entire home/apt",2018-07-25,2019-05-23,27160453,187855627,NA,NA,24661382,TRUE,500015642,178,283,35023,TRUE,TRUE,FALSE,c(609361.378265918, 5041844.29763907),FALSE,TRUE,279
"124","ab-27170883","Nice room in Plateau in Plateau","Private room",2018-07-28,2018-08-16,27170883,29633558,NA,NA,24661436,FALSE,NA,10,279,400,FALSE,TRUE,FALSE,c(610072.768742125, 5042552.74447338),TRUE,FALSE,276
"125","ab-27170984","201 In the heart of Montreal","Entire home/apt",2018-07-25,2019-01-12,27170984,114336380,NA,NA,24661425,FALSE,NA,95,281,3502,TRUE,TRUE,FALSE,c(610397.649218732, 5042184.0121222),FALSE,FALSE,279
"126","ab-27171163","Cosy room in nice apartment in plateau","Private room",2018-07-28,2018-08-13,27171163,29633558,NA,NA,24661442,FALSE,NA,16,279,605,FALSE,TRUE,FALSE,c(610047.436363698, 5042713.31438019),TRUE,FALSE,276
"127","ab-27171586","[PARKING] Downtown Flat Montreal","Entire home/apt",2018-07-25,2019-05-24,27171586,198463476,NA,NA,24661284,FALSE,NA,232,287,15127,TRUE,TRUE,FALSE,c(611394.868877356, 5040348.69869421),FALSE,FALSE,279
"128","ab-27193958","Modern 1500sqf Downtown 3 bdr apt - Free Parking","Entire home/apt",2018-07-28,2019-05-22,27193958,204771141,"1400024vb",NA,24661839,FALSE,NA,205,291,27294,TRUE,FALSE,FALSE,c(611038.00439327, 5042232.7214429),FALSE,FALSE,276
"129","ab-27194412","Montréal Apartment","Entire home/apt",2018-07-28,2018-09-17,27194412,200193156,NA,NA,24663350,FALSE,NA,0,296,0,FALSE,TRUE,FALSE,c(611671.512137957, 5041203.90013272),FALSE,FALSE,276
"130","ab-27199105","!!!!Cozy bedroom in downtown Montreal, don’t miss!","Private room",2018-07-25,2018-07-25,27199105,191985723,NA,NA,24663346,FALSE,NA,5,296,300,FALSE,FALSE,FALSE,c(611335.055796179, 5041206.04374427),FALSE,TRUE,279
"131","ab-27223625","Renovated 5 Bedroom in the Heart of the Plateau!","Entire home/apt",2018-08-02,2018-09-15,27223625,196864745,NA,NA,24661959,FALSE,NA,24,283,6654,FALSE,TRUE,FALSE,c(610790.157783987, 5041256.62398856),FALSE,FALSE,271
"132","ab-27223829","Beautiful app in the core of  plateau neighborhood","Private room",2018-07-29,2019-05-16,27223829,22105893,NA,NA,24661954,FALSE,NA,57,287,3947,FALSE,FALSE,FALSE,c(611018.408893244, 5041751.17374037),FALSE,TRUE,275
"133","ab-27224509","NEWLY RENOVATED 4 BEDROOM!","Entire home/apt",2018-08-03,2018-09-03,27224509,196864745,NA,NA,24661856,FALSE,NA,26,290,11116,FALSE,TRUE,FALSE,c(612160.893827837, 5041621.92961378),FALSE,FALSE,270
"134","ab-27231856","Beautiful Apartment in Heart of MONTREAL","Entire home/apt",2018-07-29,2019-05-23,27231856,63887885,NA,NA,24661276,FALSE,NA,13,293,2594,FALSE,FALSE,FALSE,c(611264.797593501, 5040765.35666497),FALSE,TRUE,275
"135","ab-27231924","[PARKING]  Travellers’ Home","Entire home/apt",2018-07-29,2019-05-24,27231924,198463476,NA,NA,24661282,FALSE,NA,224,276,14098,TRUE,TRUE,TRUE,c(611357.689582334, 5040550.29829588),FALSE,FALSE,275
"136","ab-27261932","4 Bedroom in IDEAL LOCATION!","Entire home/apt",2018-07-28,2018-09-15,27261932,57970274,NA,NA,24661269,FALSE,NA,27,284,4240,FALSE,FALSE,FALSE,c(611570.424176812, 5040986.30029008),FALSE,TRUE,276
"137","ab-27263523","Private room located in St Laurent/Prince Arthur","Private room",2018-07-28,2019-05-23,27263523,66232673,NA,NA,24663347,FALSE,NA,109,283,4339,FALSE,FALSE,FALSE,c(611453.075875922, 5041206.55904492),FALSE,TRUE,276
"138","ab-27284156","Chambre lumineuse au cœur du plateau Mont Royal","Private room",2018-07-28,2018-08-06,27284156,10792525,NA,NA,24661816,FALSE,NA,5,304,365,FALSE,FALSE,FALSE,c(611361.258908094, 5043395.29202823),FALSE,TRUE,276
"139","ab-27286845","Massive 6 Bedroom in Great Location!","Entire home/apt",2018-08-04,2019-01-14,27286845,201337476,NA,NA,24661278,FALSE,NA,0,303,0,FALSE,TRUE,FALSE,c(611185.345523863, 5040562.01243674),FALSE,FALSE,269
"140","ab-27287168","Awesome 4 Bedroom in the Plateau!","Entire home/apt",2018-08-06,2019-01-13,27287168,201337476,NA,NA,24661959,FALSE,NA,0,303,0,FALSE,TRUE,FALSE,c(610885.998304132, 5041201.74879117),FALSE,FALSE,267
"141","ab-27307304","Great location terrace two priv parking.","Private room",2018-07-28,2018-08-27,27307304,205533265,NA,NA,24661964,FALSE,NA,7,304,427,FALSE,FALSE,FALSE,c(610672.348639594, 5041888.01248507),FALSE,TRUE,276
"142","ab-27316313","Huge Loft Apartment best Area
New furniture & Flat","Entire home/apt",2018-08-02,2019-05-23,27316313,33202948,NA,NA,24661389,FALSE,NA,200,289,17879,TRUE,TRUE,TRUE,c(608909.696934335, 5042077.58886783),FALSE,FALSE,271
"143","ab-27342526","Cozy room in Downtown, Place-des-Arts, WIFI","Private room",2018-08-02,2019-05-24,27342526,206047094,NA,NA,24661269,FALSE,NA,187,293,5888,FALSE,FALSE,FALSE,c(611780.01863208, 5040835.64024505),FALSE,TRUE,271
"144","ab-27365693","Cosy apartment","Entire home/apt",2018-09-18,2018-12-01,27365693,206064996,NA,NA,24661795,FALSE,NA,14,232,497,FALSE,TRUE,FALSE,c(612376.007858819, 5042938.94137009),FALSE,FALSE,224
"145","ab-27390780","Chambre cosy à deux pas du Métro Mont Royal.","Private room",2018-08-02,2019-05-23,27390780,2343668,NA,NA,24661836,FALSE,NA,147,288,5104,FALSE,FALSE,FALSE,c(610816.787683193, 5042241.03174623),FALSE,TRUE,271
"146","ab-27410644","Osheaga Stay","Entire home/apt",2018-08-04,2018-08-04,27410644,22619963,NA,NA,24661946,FALSE,NA,1,280,58,FALSE,TRUE,FALSE,c(611218.581529057, 5041155.56312733),FALSE,FALSE,269
"147","ab-27424388","1600 sq foot 2 floor designer loft! Top location","Entire home/apt",2018-08-04,2019-05-21,27424388,8414446,NA,NA,24663346,FALSE,NA,195,293,36370,TRUE,TRUE,FALSE,c(611551.260430302, 5041177.18779923),FALSE,FALSE,269
"148","ab-27427726","Brand New 2 Bedroom in the Plateau!","Entire home/apt",2018-08-09,2018-08-09,27427726,188549857,NA,NA,24661941,FALSE,NA,0,271,0,FALSE,TRUE,FALSE,c(611323.080048619, 5041111.41087373),FALSE,FALSE,264
"149","ab-27428700","PINBALL WIZARD three storey loft in the plateau","Entire home/apt",2018-08-04,2019-05-23,27428700,206699302,NA,NA,24661906,FALSE,NA,197,286,20681,TRUE,TRUE,FALSE,c(610831.199005436, 5042574.68177136),FALSE,FALSE,269
"150","ab-27430733","Montreal: Artist appartement. Trendy Hood","Entire home/apt",2018-08-02,2019-05-23,27430733,2147337,NA,NA,24661368,FALSE,NA,69,300,5004,FALSE,FALSE,FALSE,c(608562.368563336, 5042196.03092134),FALSE,TRUE,271
"151","ab-27441026","grand appartement coeur du plateau avec terrasse","Entire home/apt",2018-08-04,2019-05-22,27441026,2257752,NA,NA,24661955,FALSE,NA,20,285,4660,FALSE,FALSE,FALSE,c(611135.516927429, 5041623.22410308),FALSE,TRUE,269
"152","ab-27465619","Premium Location & Apartment for Osheaga Weekend!","Entire home/apt",2018-08-04,2018-08-14,27465619,206978242,NA,NA,24661270,FALSE,NA,1,283,83,FALSE,FALSE,FALSE,c(611492.777121293, 5040730.78755112),FALSE,TRUE,269
"153","ab-27467213","Cozy Downtown Montréal Loft Private entrance","Entire home/apt",2018-08-04,2018-09-08,27467213,62156787,NA,NA,24661943,FALSE,NA,11,298,994,FALSE,TRUE,FALSE,c(611209.021774691, 5040896.6568134),FALSE,FALSE,269
"154","ab-27467668","Minimal & cozy in the Heart of the Plateau","Entire home/apt",2018-08-04,2018-11-10,27467668,205617,NA,NA,24661905,FALSE,NA,97,271,7467,TRUE,FALSE,FALSE,c(610717.22482662, 5042672.43784507),FALSE,FALSE,269
"155","ab-27507237","4 Bedroom Plateau Jackpot!","Entire home/apt",2018-08-06,2018-09-15,27507237,152087028,NA,NA,24663346,FALSE,NA,10,297,1688,FALSE,TRUE,FALSE,c(611398.89872364, 5041214.24047443),FALSE,FALSE,267
"156","ab-27507732","Massive 9 Bedroom in the Plateau!!","Entire home/apt",2018-08-06,2018-09-19,27507732,85305784,NA,NA,24663350,FALSE,NA,4,300,794,FALSE,TRUE,FALSE,c(611651.636914295, 5041072.23197209),FALSE,FALSE,267
"157","ab-27517200","Au coeur du Plateau Mont-Royal !!","Entire home/apt",2018-08-06,2019-05-21,27517200,152253353,NA,NA,24661829,FALSE,NA,175,274,7781,TRUE,TRUE,FALSE,c(610502.008341625, 5042771.12969465),FALSE,FALSE,267
"158","ab-27540400","Warm And Sunny Elegant Plateau Loft Private Patio","Entire home/apt",2018-08-06,2019-05-21,27540400,76372377,NA,NA,24661816,TRUE,500016453,245,298,12096,TRUE,TRUE,FALSE,c(611289.606220066, 5043152.91118706),FALSE,TRUE,267
"159","ab-27583547","Stylish Studio in Le Plateau","Entire home/apt",2018-08-09,2018-11-13,27583547,198068937,NA,NA,24663350,FALSE,NA,59,271,4849,FALSE,TRUE,FALSE,c(611636.530103572, 5041084.69266078),FALSE,FALSE,264
"160","ab-27609838","Chambre au coeur du Plateau Mont-Royal","Private room",2018-08-13,2018-12-31,27609838,149709202,NA,NA,24661965,FALSE,NA,116,267,4858,FALSE,FALSE,FALSE,c(610838.113232739, 5042048.60461186),FALSE,TRUE,260
"161","ab-27623908","❤️ Grand Loft d'Artiste Mile-End-Petite-Italie ❤️","Entire home/apt",2018-08-11,2019-04-12,27623908,196614112,NA,NA,24661628,FALSE,NA,47,273,5120,FALSE,TRUE,FALSE,c(608788.132372934, 5042735.59357362),FALSE,FALSE,262
"162","ab-27626217","Amazing House Downtown!!!","Entire home/apt",2018-08-11,2018-11-08,27626217,15357567,NA,NA,24661269,FALSE,NA,14,272,17455,FALSE,TRUE,FALSE,c(611559.555069255, 5040750.53980139),FALSE,FALSE,262
"163","ab-27634389","Downtown MTL- Wifi/Gym / pool/private balcony","Entire home/apt",2018-08-11,2018-11-08,27634389,208531466,NA,NA,24661283,FALSE,NA,34,265,4010,FALSE,FALSE,FALSE,c(611713.790470187, 5040219.47014849),FALSE,TRUE,262
"164","ab-27657492","One Bedroom Skylight Apartment","Entire home/apt",2018-08-11,2018-09-06,27657492,208723019,NA,NA,24661437,FALSE,NA,6,268,597,FALSE,TRUE,FALSE,c(610171.2280278, 5042648.25052343),FALSE,FALSE,262
"165","ab-27659231","2 Bedroom in the Heart of it ALL!","Entire home/apt",2018-08-11,2018-09-06,27659231,208723019,NA,NA,24661964,FALSE,NA,21,267,2175,FALSE,TRUE,FALSE,c(610559.70592808, 5041822.1608517),FALSE,FALSE,262
"166","ab-27676097","Amazing Condo in downtown Montreal","Entire home/apt",2018-09-03,2018-09-13,27676097,164179061,NA,NA,24661944,FALSE,NA,6,254,384,FALSE,TRUE,FALSE,c(611350.42779251, 5040813.95298953),FALSE,FALSE,239
"167","ab-27682580","Beautiful house in the best location in Montreal!","Private room",2018-08-14,2019-05-21,27682580,132499163,NA,NA,24661843,FALSE,NA,19,260,1246,FALSE,FALSE,FALSE,c(611625.002266994, 5041994.20946735),FALSE,TRUE,259
"168","ab-27695240","Le petit paradis","Entire home/apt",2018-08-13,2018-08-13,27695240,140152031,NA,NA,24661811,FALSE,NA,6,266,216,FALSE,FALSE,FALSE,c(611222.466344085, 5043838.88886045),FALSE,TRUE,260
"169","ab-27718363","The ""Hobbit"" - 3 Bedroom in the Plateau!","Entire home/apt",2018-09-03,2018-09-06,27718363,208723019,NA,NA,24663346,FALSE,NA,1,265,243,FALSE,TRUE,FALSE,c(611548.981030287, 5041202.58698196),FALSE,FALSE,239
"170","ab-27723328","Perfectly Located 3 Bedroom!","Entire home/apt",2018-08-25,2018-09-06,27723328,208723019,NA,NA,24661946,FALSE,NA,5,261,435,FALSE,TRUE,FALSE,c(610994.419721422, 5041213.75268232),FALSE,FALSE,248
"171","ab-27728072","4 Bedroom in GREAT SPOT!","Entire home/apt",2018-08-25,2018-09-06,27728072,208723019,NA,NA,24661959,FALSE,NA,13,266,2427,FALSE,TRUE,FALSE,c(610872.313787747, 5041205.7732148),FALSE,FALSE,248
"172","ab-27755822","Montreal Downtown Place des Arts","Entire home/apt",2018-08-18,2019-05-24,27755822,38603823,NA,NA,24662114,FALSE,NA,29,272,3128,FALSE,FALSE,FALSE,c(611696.552538652, 5040520.76111891),FALSE,TRUE,255
"173","ab-27788516","Wonderland in the mile end !","Private room",2018-08-18,2018-08-21,27788516,18857460,NA,NA,24661390,FALSE,NA,4,263,120,FALSE,FALSE,FALSE,c(609023.692060448, 5041992.89448552),FALSE,TRUE,255
"174","ab-27818082","Big Bright Room in Cozy Montreal Flat","Private room",2018-08-20,2018-10-11,27818082,159266846,NA,NA,24661790,FALSE,NA,13,269,822,FALSE,FALSE,FALSE,c(612341.406154045, 5043588.73533945),FALSE,TRUE,253
"175","ab-27851989","Chambre au cœur du plateau Mont-Royal.","Private room",2018-08-22,2019-04-20,27851989,210346799,NA,NA,24661897,FALSE,NA,40,257,1856,FALSE,FALSE,FALSE,c(611242.497584068, 5042858.68606706),FALSE,TRUE,251
"176","ab-27853446","Sunny flat close to the subway","Entire home/apt",2018-08-22,2019-05-24,27853446,130131073,NA,NA,24661937,FALSE,NA,60,259,2223,FALSE,FALSE,FALSE,c(611703.464489828, 5041361.04226954),FALSE,TRUE,251
"177","ab-27875826","Nice Room #2 Plateau Parc Laurier","Private room",2018-08-20,2018-11-09,27875826,779457,NA,NA,24661825,FALSE,NA,31,272,2979,FALSE,TRUE,FALSE,c(610599.655998922, 5043193.17446907),FALSE,TRUE,253
"178","ab-27943893","Brand New 4 Bedroom!","Entire home/apt",2018-08-22,2018-09-16,27943893,152087028,NA,NA,24661858,FALSE,NA,0,262,0,FALSE,TRUE,TRUE,c(612018.90755165, 5041375.85062998),FALSE,TRUE,251
"179","ab-27955301","Nice apartment near downtown","Entire home/apt",2018-08-25,2018-09-25,27955301,211155514,NA,NA,24661795,FALSE,NA,29,264,1798,FALSE,FALSE,FALSE,c(612340.537066413, 5043096.617688),FALSE,TRUE,248
"180","ab-27987488","Groundfloor bedroom near Laurier Metro, Plateau","Private room",2018-08-25,2019-05-20,27987488,207876202,NA,NA,24661826,FALSE,NA,64,258,2418,FALSE,FALSE,FALSE,c(610606.462262201, 5043093.03133266),FALSE,TRUE,248
"181","ab-28031971","Old but gold","Entire home/apt",2018-08-27,2019-05-23,28031971,13604267,NA,NA,24661282,FALSE,NA,14,269,2376,FALSE,TRUE,FALSE,c(611457.657498846, 5040333.14424296),FALSE,FALSE,246
"182","ab-28049664","Private balcony, workspace & king size bed","Private room",2018-08-27,2019-05-24,28049664,32507173,NA,NA,24661824,FALSE,NA,64,252,2182,FALSE,TRUE,FALSE,c(610264.49445013, 5043529.30947312),FALSE,TRUE,246
"183","ab-28077556","La Cité du Parc","Entire home/apt",2018-09-05,2019-05-19,28077556,173131572,NA,NA,24661273,FALSE,NA,44,258,10959,FALSE,FALSE,FALSE,c(611377.336227504, 5040543.97921193),FALSE,TRUE,237
"184","ab-28080124","Cœur du Plateau-Mont-Royal","Entire home/apt",2018-08-29,2019-05-23,28080124,134560974,NA,NA,24661889,FALSE,NA,134,261,6256,TRUE,FALSE,FALSE,c(612035.028123193, 5042699.43493294),FALSE,FALSE,244
"185","ab-28094562","4 Bedroom in PRIME Location!","Entire home/apt",2018-08-29,2019-01-15,28094562,201337476,NA,NA,24661269,FALSE,NA,0,272,0,FALSE,TRUE,FALSE,c(611627.753911577, 5040992.56226944),FALSE,FALSE,244
"186","ab-28137430","Great place in downtown in best price...","Entire home/apt",2018-09-03,2018-09-13,28137430,190662671,NA,NA,24661273,FALSE,NA,6,256,510,FALSE,TRUE,FALSE,c(611393.863677639, 5040649.99227712),FALSE,FALSE,239
"187","ab-28137968","Beautiful apartment in heart of Downtown...","Entire home/apt",2018-09-03,2018-09-13,28137968,190662671,NA,NA,24661944,FALSE,NA,6,255,492,FALSE,TRUE,TRUE,c(611385.478146789, 5040793.2250812),FALSE,TRUE,239
"188","ab-28143784","Spacious apt with garden & Wifi","Entire home/apt",2018-09-03,2019-05-20,28143784,31898183,"1691839a",NA,24661811,FALSE,NA,4,273,2774,FALSE,FALSE,FALSE,c(611444.821927847, 5043472.3963071),FALSE,TRUE,239
"189","ab-28151751","Beautiful apartment with a/c in heart of Montreal","Entire home/apt",2018-09-03,2018-09-14,28151751,164179061,NA,NA,24661273,FALSE,NA,6,255,552,FALSE,TRUE,FALSE,c(611290.329490211, 5040607.80817152),FALSE,FALSE,239
"190","ab-28176402","Wow nice room! Much cozy! So Plateau! Very wow","Private room",2018-09-03,2019-05-24,28176402,46950640,NA,NA,24661807,FALSE,NA,163,258,5317,FALSE,FALSE,FALSE,c(611601.527952808, 5043531.86256542),FALSE,TRUE,239
"191","ab-28176829","Cozy room close to subway, downtown and plateau","Private room",2018-09-03,2019-05-20,28176829,32201942,NA,NA,24661795,FALSE,NA,149,255,5623,FALSE,FALSE,FALSE,c(612413.8937642, 5043002.9425374),FALSE,TRUE,239
"192","ab-28181769","Chez Arireine (condo entier lumineux et ""cozy"")","Entire home/apt",2018-09-03,2018-09-10,28181769,123113736,NA,NA,24662031,FALSE,NA,23,273,1564,FALSE,FALSE,FALSE,c(610826.939341124, 5043910.31791826),FALSE,TRUE,239
"193","ab-28198016","Lucy's house","Private room",2018-09-03,2019-01-01,28198016,66120126,NA,NA,24661265,FALSE,NA,0,273,0,FALSE,FALSE,FALSE,c(611991.509709148, 5041164.7172172),FALSE,TRUE,239
"194","ab-28219474","Amazing 1 bedroom loft in Mile end","Entire home/apt",2018-09-03,2019-05-24,28219474,3354407,NA,NA,24661431,FALSE,NA,35,243,2613,FALSE,FALSE,FALSE,c(609658.359077255, 5041837.2602223),FALSE,TRUE,239
"195","ab-28225522","Cozy and bright apartment in the heart of Montreal","Entire home/apt",2018-09-22,2019-05-21,28225522,125217820,NA,NA,24661273,FALSE,NA,30,228,2069,FALSE,FALSE,FALSE,c(611313.86736112, 5040553.96573457),FALSE,TRUE,220
"196","ab-28243437","LUX INDUSTRIAL FUNK APT - F1/JAZZFEST/OSHEAGA","Entire home/apt",2018-09-03,2019-05-23,28243437,204099909,NA,NA,24661265,FALSE,NA,79,255,6758,FALSE,TRUE,TRUE,c(612012.056767257, 5041274.30696464),FALSE,TRUE,239
"197","ab-28246328","Charming room in Plateau apartment","Private room",2018-09-05,2018-09-22,28246328,44282310,NA,NA,24661963,FALSE,NA,24,265,360,FALSE,FALSE,FALSE,c(610466.652453114, 5041898.33208569),FALSE,TRUE,237
"198","ab-28248743","Full apartment on Plateau-Mount-Royal","Entire home/apt",2018-09-05,2019-03-27,28248743,213358903,NA,NA,24663346,FALSE,NA,58,260,9298,FALSE,TRUE,FALSE,c(611571.98354626, 5041242.01299929),FALSE,FALSE,237
"199","ab-28253294","Light Bright Airy Bedroom. (Sherbrooke St)","Private room",2018-09-05,2018-12-22,28253294,8979641,NA,NA,24661791,FALSE,NA,3,273,164,FALSE,TRUE,FALSE,c(612311.874145458, 5043479.88974419),TRUE,FALSE,237
"200","ab-28253666","Lovely Studio, Near Mount-Royal Mountain","Entire home/apt",2018-09-05,2019-05-22,28253666,161438626,NA,NA,24661417,FALSE,NA,125,265,5548,TRUE,TRUE,FALSE,c(610059.610400806, 5041408.65662681),FALSE,FALSE,237
"201","ab-28253924","Best of the Plateau at your door! Walk score: 100!","Entire home/apt",2019-03-23,2019-05-23,28253924,14577200,NA,NA,24661961,FALSE,NA,29,50,2035,FALSE,FALSE,FALSE,c(610555.581214233, 5041371.81714695),FALSE,TRUE,38
